0,1,2,3,4,5,6
1,1:31:22.232,70,10,Fernando Alonso,Renault,2005 French Grand Prix
2,+11.8,70,8,Kimi Räikkönen,McLaren,2005 French Grand Prix
3,+1:21.9,70,6,Michael Schumacher,Ferrari,2005 French Grand Prix
4,+1 Lap,69,5,Jenson Button,BAR,2005 French Grand Prix
5,+1 Lap,69,4,Jarno Trulli,Toyota,2005 French Grand Prix
6,+1 Lap,69,3,Giancarlo Fisichella,Renault,2005 French Grand Prix
7,+1 Lap,69,2,Ralf Schumacher,Toyota,2005 French Grand Prix
8,+1 Lap,69,1,Jacques Villeneuve,Sauber,2005 French Grand Prix
9,+1 Lap,69,0,Rubens Barrichello,Ferrari,2005 French Grand Prix
10,+1 Lap,69,0,David Coulthard,Red Bull,2005 French Grand Prix
11,+1 Lap,69,0,Takuma Sato,BAR,2005 French Grand Prix
12,+2 Laps,68,0,Mark Webber,Williams,2005 French Grand Prix
13,+3 Laps,67,0,Tiago Monteiro,Jordan,2005 French Grand Prix
14,+4 Laps,66,0,Nick Heidfeld,Williams,2005 French Grand Prix
15,+4 Laps,66,0,Narain Karthikeyan,Jordan,2005 French Grand Prix
,Engine,46,0,Juan Pablo Montoya,McLaren,2005 French Grand Prix
,Puncture,37,0,Christijan Albers,Minardi,2005 French Grand Prix
,Puncture,33,0,Patrick Friesacher,Minardi,2005 French Grand Prix
,Hydraulics,30,0,Felipe Massa,Sauber,2005 French Grand Prix
,Fuel pressure,1,0,Christian Klien,Red Bull,2005 French Grand Prix
1,1:24:29.588,60,10,Juan Pablo Montoya,McLaren,2005 British Grand Prix
2,+2.7,60,8,Fernando Alonso,Renault,2005 British Grand Prix
3,+14.4,60,6,Kimi Räikkönen,McLaren,2005 British Grand Prix
4,+17.9,60,5,Giancarlo Fisichella,Renault,2005 British Grand Prix
5,+40.3,60,4,Jenson Button,BAR,2005 British Grand Prix
6,+1:15.3,60,3,Michael Schumacher,Ferrari,2005 British Grand Prix
7,+1:16.6,60,2,Rubens Barrichello,Ferrari,2005 British Grand Prix
8,+1:19.2,60,1,Ralf Schumacher,Toyota,2005 British Grand Prix
9,+1:20.9,60,0,Jarno Trulli,Toyota,2005 British Grand Prix
10,+1 Lap,59,0,Felipe Massa,Sauber,2005 British Grand Prix
11,+1 Lap,59,0,Mark Webber,Williams,2005 British Grand Prix
12,+1 Lap,59,0,Nick Heidfeld,Williams,2005 British Grand Prix
13,+1 Lap,59,0,David Coulthard,Red Bull,2005 British Grand Prix
14,+1 Lap,59,0,Jacques Villeneuve,Sauber,2005 British Grand Prix
15,+1 Lap,59,0,Christian Klien,Red Bull,2005 British Grand Prix
16,+2 Laps,58,0,Takuma Sato,BAR,2005 British Grand Prix
17,+2 Laps,58,0,Tiago Monteiro,Jordan,2005 British Grand Prix
18,+3 Laps,57,0,Christijan Albers,Minardi,2005 British Grand Prix
19,+4 Laps,56,0,Patrick Friesacher,Minardi,2005 British Grand Prix
,Electrical,10,0,Narain Karthikeyan,Jordan,2005 British Grand Prix
1,1:26:28.599,67,10,Fernando Alonso,Renault,2005 German Grand Prix
2,+22.569,67,8,Juan Pablo Montoya,McLaren,2005 German Grand Prix
3,+24.422,67,6,Jenson Button,BAR,2005 German Grand Prix
4,+50.587,67,5,Giancarlo Fisichella,Renault,2005 German Grand Prix
5,+51.690,67,4,Michael Schumacher,Ferrari,2005 German Grand Prix
6,+52.242,67,3,Ralf Schumacher,Toyota,2005 German Grand Prix
7,+52.700,67,2,David Coulthard,Red Bull,2005 German Grand Prix
8,+56.570,67,1,Felipe Massa,Sauber,2005 German Grand Prix
9,+1:09.818,67,0,Christian Klien,Red Bull,2005 German Grand Prix
10,+1 Lap,66,0,Rubens Barrichello,Ferrari,2005 German Grand Prix
11,+1 Lap,66,0,Nick Heidfeld,Williams,2005 German Grand Prix
12,+1 Lap,66,0,Takuma Sato,BAR,2005 German Grand Prix
13,+2 Laps,65,0,Christijan Albers,Minardi,2005 German Grand Prix
14,+3 Laps,64,0,Jarno Trulli,Toyota,2005 German Grand Prix
15,+3 Laps,64,0,Jacques Villeneuve,Sauber,2005 German Grand Prix
16,+3 Laps,64,0,Narain Karthikeyan,Jordan,2005 German Grand Prix
17,+3 Laps,64,0,Tiago Monteiro,Jordan,2005 German Grand Prix
18,+4 Laps,63,0,Robert Doornbos,Minardi,2005 German Grand Prix
,+12 Laps,55,0,Mark Webber,Williams,2005 German Grand Prix
,Hydraulics,32,0,Kimi Räikkönen,McLaren,2005 German Grand Prix
1,1:37:25.552,70,10,Kimi Räikkönen,McLaren,2005 Hungarian Grand Prix
2,+35.581,70,8,Michael Schumacher,Ferrari,2005 Hungarian Grand Prix
3,+36.129,70,6,Ralf Schumacher,Toyota,2005 Hungarian Grand Prix
4,+54.221,70,5,Jarno Trulli,Toyota,2005 Hungarian Grand Prix
5,+58.832,70,4,Jenson Button,BAR,2005 Hungarian Grand Prix
6,+1:08.375,70,3,Nick Heidfeld,Williams,2005 Hungarian Grand Prix
7,+1 Lap,69,2,Mark Webber,Williams,2005 Hungarian Grand Prix
8,+1 Lap,69,1,Takuma Sato,BAR,2005 Hungarian Grand Prix
9,+1 Lap,69,0,Giancarlo Fisichella,Renault,2005 Hungarian Grand Prix
10,+1 Lap,69,0,Rubens Barrichello,Ferrari,2005 Hungarian Grand Prix
11,+1 Lap,69,0,Fernando Alonso,Renault,2005 Hungarian Grand Prix
12,+3 Laps,67,0,Narain Karthikeyan,Jordan,2005 Hungarian Grand Prix
13,+4 Laps,66,0,Tiago Monteiro,Jordan,2005 Hungarian Grand Prix
14,+7 Laps,63,0,Felipe Massa,Sauber,2005 Hungarian Grand Prix
,+11 Laps,59,0,Christijan Albers,Minardi,2005 Hungarian Grand Prix
,Engine fire,56,0,Jacques Villeneuve,Sauber,2005 Hungarian Grand Prix
,Driveshaft,41,0,Juan Pablo Montoya,McLaren,2005 Hungarian Grand Prix
,Hydraulics,26,0,Robert Doornbos,Minardi,2005 Hungarian Grand Prix
,Accident,0,0,Christian Klien,Red Bull,2005 Hungarian Grand Prix
,Accident,0,0,David Coulthard,Red Bull,2005 Hungarian Grand Prix
1,1:24:34.454,58,10,Kimi Räikkönen,McLaren,2005 Turkish Grand Prix
2,+18.609,58,8,Fernando Alonso,Renault,2005 Turkish Grand Prix
3,+19.635,58,6,Juan Pablo Montoya,McLaren,2005 Turkish Grand Prix
4,+37.973,58,5,Giancarlo Fisichella,Renault,2005 Turkish Grand Prix
5,+39.304,58,4,Jenson Button,BAR,2005 Turkish Grand Prix
6,+55.420,58,3,Jarno Trulli,Toyota,2005 Turkish Grand Prix
7,+1:09.292,58,2,David Coulthard,Red Bull,2005 Turkish Grand Prix
8,+1:11.622,58,1,Christian Klien,Red Bull,2005 Turkish Grand Prix
9,+1:19.987,58,0,Takuma Sato,BAR,2005 Turkish Grand Prix
10,+1 Lap,57,0,Rubens Barrichello,Ferrari,2005 Turkish Grand Prix
11,+1 Lap,57,0,Jacques Villeneuve,Sauber,2005 Turkish Grand Prix
12,+1 Lap,57,0,Ralf Schumacher,Toyota,2005 Turkish Grand Prix
13,+3 Laps,55,0,Robert Doornbos,Minardi,2005 Turkish Grand Prix
14,+3 Laps,55,0,Narain Karthikeyan,Jordan,2005 Turkish Grand Prix
15,+3 Laps,55,0,Tiago Monteiro,Jordan,2005 Turkish Grand Prix
,Retired,48,0,Christijan Albers,Minardi,2005 Turkish Grand Prix
,Retired,32,0,Michael Schumacher,Ferrari,2005 Turkish Grand Prix
,Tyre,29,0,Nick Heidfeld,Williams,2005 Turkish Grand Prix
,Engine,28,0,Felipe Massa,Sauber,2005 Turkish Grand Prix
,Tyre,20,0,Mark Webber,Williams,2005 Turkish Grand Prix
1,1:14:28.659,53,10,Juan Pablo Montoya,McLaren,2005 Italian Grand Prix
2,+2.479,53,8,Fernando Alonso,Renault,2005 Italian Grand Prix
3,+17.975,53,6,Giancarlo Fisichella,Renault,2005 Italian Grand Prix
4,+22.775,53,5,Kimi Räikkönen,McLaren,2005 Italian Grand Prix
5,+33.786,53,4,Jarno Trulli,Toyota,2005 Italian Grand Prix
6,+43.925,53,3,Ralf Schumacher,Toyota,2005 Italian Grand Prix
7,+44.643,53,2,Antônio Pizzonia,Williams,2005 Italian Grand Prix
8,+1:03.635,53,1,Jenson Button,BAR,2005 Italian Grand Prix
9,+1:15.413,53,0,Felipe Massa,Sauber,2005 Italian Grand Prix
10,+1:36.070,53,0,Michael Schumacher,Ferrari,2005 Italian Grand Prix
11,+1 Lap,52,0,Jacques Villeneuve,Sauber,2005 Italian Grand Prix
12,+1 Lap,52,0,Rubens Barrichello,Ferrari,2005 Italian Grand Prix
13,+1 Lap,52,0,Christian Klien,Red Bull,2005 Italian Grand Prix
14,+1 Lap,52,0,Mark Webber,Williams,2005 Italian Grand Prix
15,+1 Lap,52,0,David Coulthard,Red Bull,2005 Italian Grand Prix
16,+1 Lap,52,0,Takuma Sato,BAR,2005 Italian Grand Prix
17,+2 Laps,51,0,Tiago Monteiro,Jordan,2005 Italian Grand Prix
18,+2 Laps,51,0,Robert Doornbos,Minardi,2005 Italian Grand Prix
19,+2 Laps,51,0,Christijan Albers,Minardi,2005 Italian Grand Prix
20,+3 Laps,50,0,Narain Karthikeyan,Jordan,2005 Italian Grand Prix
1,1:30:01.295,44,10,Kimi Räikkönen,McLaren,2005 Belgian Grand Prix
2,+28.3,44,8,Fernando Alonso,Renault,2005 Belgian Grand Prix
3,+32.0,44,6,Jenson Button,BAR,2005 Belgian Grand Prix
4,+1:09.1,44,5,Mark Webber,Williams,2005 Belgian Grand Prix
5,+1:18.1,44,4,Rubens Barrichello,Ferrari,2005 Belgian Grand Prix
6,+1:27.4,44,3,Jacques Villeneuve,Sauber,2005 Belgian Grand Prix
7,+1:27.5,44,2,Ralf Schumacher,Toyota,2005 Belgian Grand Prix
8,+1 Lap,43,1,Tiago Monteiro,Jordan,2005 Belgian Grand Prix
9,+1 Lap,43,0,Christian Klien,Red Bull,2005 Belgian Grand Prix
10,+1 Lap,43,0,Felipe Massa,Sauber,2005 Belgian Grand Prix
11,+1 Lap,43,0,Narain Karthikeyan,Jordan,2005 Belgian Grand Prix
12,+2 Laps,42,0,Christijan Albers,Minardi,2005 Belgian Grand Prix
13,+3 Laps,41,0,Robert Doornbos,Minardi,2005 Belgian Grand Prix
14,Collision,40,0,Juan Pablo Montoya,McLaren,2005 Belgian Grand Prix
15,Collision,39,0,Antônio Pizzonia,Williams,2005 Belgian Grand Prix
,Accident,34,0,Jarno Trulli,Toyota,2005 Belgian Grand Prix
,Engine,18,0,David Coulthard,Red Bull,2005 Belgian Grand Prix
,Accident,13,0,Michael Schumacher,Ferrari,2005 Belgian Grand Prix
,Accident,13,0,Takuma Sato,BAR,2005 Belgian Grand Prix
,Accident,10,0,Giancarlo Fisichella,Renault,2005 Belgian Grand Prix
1,1:29:20.574,71,10,Juan Pablo Montoya,McLaren,2005 Brazilian Grand Prix
2,+2.527,71,8,Kimi Räikkönen,McLaren,2005 Brazilian Grand Prix
3,+24.840,71,6,Fernando Alonso,Renault,2005 Brazilian Grand Prix
4,+35.668,71,5,Michael Schumacher,Ferrari,2005 Brazilian Grand Prix
5,+40.218,71,4,Giancarlo Fisichella,Renault,2005 Brazilian Grand Prix
6,+1:09.173,71,3,Rubens Barrichello,Ferrari,2005 Brazilian Grand Prix
7,+1 Lap,70,2,Jenson Button,BAR,2005 Brazilian Grand Prix
8,+1 Lap,70,1,Ralf Schumacher,Toyota,2005 Brazilian Grand Prix
9,+1 Lap,70,0,Christian Klien,Red Bull,2005 Brazilian Grand Prix
10,+1 Lap,70,0,Takuma Sato,BAR,2005 Brazilian Grand Prix
11,+1 Lap,70,0,Felipe Massa,Sauber,2005 Brazilian Grand Prix
12,+1 Lap,70,0,Jacques Villeneuve,Sauber,2005 Brazilian Grand Prix
13,+2 Laps,69,0,Jarno Trulli,Toyota,2005 Brazilian Grand Prix
14,+2 Laps,69,0,Christijan Albers,Minardi,2005 Brazilian Grand Prix
15,+3 Laps,68,0,Narain Karthikeyan,Jordan,2005 Brazilian Grand Prix
,Mechanical,55,0,Tiago Monteiro,Jordan,2005 Brazilian Grand Prix
,+26 Laps,45,0,Mark Webber,Williams,2005 Brazilian Grand Prix
,Engine,34,0,Robert Doornbos,Minardi,2005 Brazilian Grand Prix
,Accident,0,0,David Coulthard,Red Bull,2005 Brazilian Grand Prix
,Accident,0,0,Antônio Pizzonia,Williams,2005 Brazilian Grand Prix
1,1:29:02.212,53,10,Kimi Räikkönen,McLaren,2005 Japanese Grand Prix
2,+1.633,53,8,Giancarlo Fisichella,Renault,2005 Japanese Grand Prix
3,+17.456,53,6,Fernando Alonso,Renault,2005 Japanese Grand Prix
4,+22.274,53,5,Mark Webber,Williams,2005 Japanese Grand Prix
5,+29.507,53,4,Jenson Button,BAR,2005 Japanese Grand Prix
6,+31.601,53,3,David Coulthard,Red Bull,2005 Japanese Grand Prix
7,+33.879,53,2,Michael Schumacher,Ferrari,2005 Japanese Grand Prix
8,+49.548,53,1,Ralf Schumacher,Toyota,2005 Japanese Grand Prix
9,+51.925,53,0,Christian Klien,Red Bull,2005 Japanese Grand Prix
10,+57.509,53,0,Felipe Massa,Sauber,2005 Japanese Grand Prix
11,+1:00.633,53,0,Rubens Barrichello,Ferrari,2005 Japanese Grand Prix
12,+1:23.221,53,0,Jacques Villeneuve,Sauber,2005 Japanese Grand Prix
,Disqualified,52,0,Takuma Sato,BAR,2005 Japanese Grand Prix
13,+1 Lap,52,0,Tiago Monteiro,Jordan,2005 Japanese Grand Prix
14,+2 Laps,51,0,Robert Doornbos,Minardi,2005 Japanese Grand Prix
15,+2 Laps,51,0,Narain Karthikeyan,Jordan,2005 Japanese Grand Prix
16,+4 Laps,49,0,Christijan Albers,Minardi,2005 Japanese Grand Prix
,Accident,9,0,Jarno Trulli,Toyota,2005 Japanese Grand Prix
,Accident,9,0,Antônio Pizzonia,Williams,2005 Japanese Grand Prix
,Accident,0,0,Juan Pablo Montoya,McLaren,2005 Japanese Grand Prix
1,1:39:53.618,56,10,Fernando Alonso,Renault,2005 Chinese Grand Prix
2,+4.0,56,8,Kimi Räikkönen,McLaren,2005 Chinese Grand Prix
3,+25.3,56,6,Ralf Schumacher,Toyota,2005 Chinese Grand Prix
4,+26.1,56,5,Giancarlo Fisichella,Renault,2005 Chinese Grand Prix
5,+31.8,56,4,Christian Klien,Red Bull,2005 Chinese Grand Prix
6,+36.4,56,3,Felipe Massa,Sauber,2005 Chinese Grand Prix
7,+36.8,56,2,Mark Webber,Williams,2005 Chinese Grand Prix
8,+41.2,56,1,Jenson Button,BAR,2005 Chinese Grand Prix
9,+44.2,56,0,David Coulthard,Red Bull,2005 Chinese Grand Prix
10,+59.9,56,0,Jacques Villeneuve,Sauber,2005 Chinese Grand Prix
11,+1:24.6,56,0,Tiago Monteiro,Jordan,2005 Chinese Grand Prix
12,+1:32.8,56,0,Rubens Barrichello,Ferrari,2005 Chinese Grand Prix
13,Tyre puncture,55,0,Antônio Pizzonia,Williams,2005 Chinese Grand Prix
14,Out of fuel,55,0,Robert Doornbos,Minardi,2005 Chinese Grand Prix
15,+1 Lap,55,0,Jarno Trulli,Toyota,2005 Chinese Grand Prix
16,Wheel nut,50,0,Christijan Albers,Minardi,2005 Chinese Grand Prix
,Gearbox,34,0,Takuma Sato,BAR,2005 Chinese Grand Prix
,Accident,28,0,Narain Karthikeyan,Jordan,2005 Chinese Grand Prix
,Engine,24,0,Juan Pablo Montoya,McLaren,2005 Chinese Grand Prix
,Spun off,20,0,Michael Schumacher,Ferrari,2005 Chinese Grand Prix
1,1:29:46.205,57,10,Fernando Alonso,Renault,2006 Bahrain Grand Prix
2,+1.246,57,8,Michael Schumacher,Ferrari,2006 Bahrain Grand Prix
3,+19.360,57,6,Kimi Räikkönen,McLaren,2006 Bahrain Grand Prix
4,+19.992,57,5,Jenson Button,Honda,2006 Bahrain Grand Prix
5,+37.048,57,4,Juan Pablo Montoya,McLaren,2006 Bahrain Grand Prix
6,+41.932,57,3,Mark Webber,Williams,2006 Bahrain Grand Prix
7,+1:03.043,57,2,Nico Rosberg,Williams,2006 Bahrain Grand Prix
8,+1:06.771,57,1,Christian Klien,Red Bull,2006 Bahrain Grand Prix
9,+1:09.907,57,0,Felipe Massa,Ferrari,2006 Bahrain Grand Prix
10,+1:15.541,57,0,David Coulthard,Red Bull,2006 Bahrain Grand Prix
11,+1:25.997,57,0,Vitantonio Liuzzi,Toro Rosso,2006 Bahrain Grand Prix
12,+1 Lap,56,0,Nick Heidfeld,BMW Sauber,2006 Bahrain Grand Prix
13,+1 Lap,56,0,Scott Speed,Toro Rosso,2006 Bahrain Grand Prix
14,+1 Lap,56,0,Ralf Schumacher,Toyota,2006 Bahrain Grand Prix
15,+1 Lap,56,0,Rubens Barrichello,Honda,2006 Bahrain Grand Prix
16,+1 Lap,56,0,Jarno Trulli,Toyota,2006 Bahrain Grand Prix
17,+2 Laps,55,0,Tiago Monteiro,MF1,2006 Bahrain Grand Prix
18,+4 Laps,53,0,Takuma Sato,Super Aguri,2006 Bahrain Grand Prix
,Mechanical,35,0,Yuji Ide,Super Aguri,2006 Bahrain Grand Prix
,Engine,29,0,Jacques Villeneuve,BMW Sauber,2006 Bahrain Grand Prix
,Hydraulics,21,0,Giancarlo Fisichella,Renault,2006 Bahrain Grand Prix
,Driveshaft,0,0,Christijan Albers,MF1,2006 Bahrain Grand Prix
1,1:30:40.529,56,10,Giancarlo Fisichella,Renault,2006 Malaysian Grand Prix
2,+4.585,56,8,Fernando Alonso,Renault,2006 Malaysian Grand Prix
3,+9.631,56,6,Jenson Button,Honda,2006 Malaysian Grand Prix
4,+39.351,56,5,Juan Pablo Montoya,McLaren,2006 Malaysian Grand Prix
5,+43.254,56,4,Felipe Massa,Ferrari,2006 Malaysian Grand Prix
6,+43.854,56,3,Michael Schumacher,Ferrari,2006 Malaysian Grand Prix
7,+1:20.461,56,2,Jacques Villeneuve,BMW Sauber,2006 Malaysian Grand Prix
8,+1:21.288,56,1,Ralf Schumacher,Toyota,2006 Malaysian Grand Prix
9,+1 Lap,55,0,Jarno Trulli,Toyota,2006 Malaysian Grand Prix
10,+1 Lap,55,0,Rubens Barrichello,Honda,2006 Malaysian Grand Prix
11,+2 Laps,54,0,Vitantonio Liuzzi,Toro Rosso,2006 Malaysian Grand Prix
12,+2 Laps,54,0,Christijan Albers,MF1,2006 Malaysian Grand Prix
13,+2 Laps,54,0,Tiago Monteiro,MF1,2006 Malaysian Grand Prix
14,+3 Laps,53,0,Takuma Sato,Super Aguri,2006 Malaysian Grand Prix
,Engine,48,0,Nick Heidfeld,BMW Sauber,2006 Malaysian Grand Prix
,Clutch,41,0,Scott Speed,Toro Rosso,2006 Malaysian Grand Prix
,Mechanical,33,0,Yuji Ide,Super Aguri,2006 Malaysian Grand Prix
,Hydraulics,26,0,Christian Klien,Red Bull,2006 Malaysian Grand Prix
,Hydraulics,15,0,Mark Webber,Williams,2006 Malaysian Grand Prix
,Hydraulics,10,0,David Coulthard,Red Bull,2006 Malaysian Grand Prix
,Engine,6,0,Nico Rosberg,Williams,2006 Malaysian Grand Prix
,Accident,0,0,Kimi Räikkönen,McLaren,2006 Malaysian Grand Prix
1,1:34:27.870,57,10,Fernando Alonso,Renault,2006 Australian Grand Prix
2,+1.8,57,8,Kimi Räikkönen,McLaren,2006 Australian Grand Prix
3,+24.8,57,6,Ralf Schumacher,Toyota,2006 Australian Grand Prix
4,+31.0,57,5,Nick Heidfeld,BMW Sauber,2006 Australian Grand Prix
5,+38.1,57,4,Giancarlo Fisichella,Renault,2006 Australian Grand Prix
6,+49.5,57,3,Jacques Villeneuve,BMW Sauber,2006 Australian Grand Prix
7,+51.9,57,2,Rubens Barrichello,Honda,2006 Australian Grand Prix
8,+53.9,57,1,David Coulthard,Red Bull,2006 Australian Grand Prix
9,+78.8,57,0,Scott Speed,Toro Rosso,2006 Australian Grand Prix
10,+1 Lap,56,0,Jenson Button,Honda,2006 Australian Grand Prix
11,+1 Lap,56,0,Christijan Albers,MF1,2006 Australian Grand Prix
12,+2 Laps,55,0,Takuma Sato,Super Aguri,2006 Australian Grand Prix
13,+3 Laps,54,0,Yuji Ide,Super Aguri,2006 Australian Grand Prix
,Electrical,46,0,Juan Pablo Montoya,McLaren,2006 Australian Grand Prix
,Mechanical,39,0,Tiago Monteiro,MF1,2006 Australian Grand Prix
,Accident,37,0,Vitantonio Liuzzi,Toro Rosso,2006 Australian Grand Prix
,Accident,32,0,Michael Schumacher,Ferrari,2006 Australian Grand Prix
,Transmission,22,0,Mark Webber,Williams,2006 Australian Grand Prix
,Accident,4,0,Christian Klien,Red Bull,2006 Australian Grand Prix
,Accident,0,0,Felipe Massa,Ferrari,2006 Australian Grand Prix
,Accident,0,0,Jarno Trulli,Toyota,2006 Australian Grand Prix
,Accident,0,0,Nico Rosberg,Williams,2006 Australian Grand Prix
1,1:31:06.486,62,10,Michael Schumacher,Ferrari,2006 San Marino Grand Prix
2,+2.096,62,8,Fernando Alonso,Renault,2006 San Marino Grand Prix
3,+15.868,62,6,Juan Pablo Montoya,McLaren,2006 San Marino Grand Prix
4,+17.096,62,5,Felipe Massa,Ferrari,2006 San Marino Grand Prix
5,+17.524,62,4,Kimi Räikkönen,McLaren,2006 San Marino Grand Prix
6,+37.739,62,3,Mark Webber,Williams,2006 San Marino Grand Prix
7,+39.635,62,2,Jenson Button,Honda,2006 San Marino Grand Prix
8,+40.200,62,1,Giancarlo Fisichella,Renault,2006 San Marino Grand Prix
9,+45.511,62,0,Ralf Schumacher,Toyota,2006 San Marino Grand Prix
10,+1:17.851,62,0,Rubens Barrichello,Honda,2006 San Marino Grand Prix
11,+1:19.675,62,0,Nico Rosberg,Williams,2006 San Marino Grand Prix
12,+1:22.370,62,0,Jacques Villeneuve,BMW Sauber,2006 San Marino Grand Prix
13,+1 Lap,61,0,Nick Heidfeld,BMW Sauber,2006 San Marino Grand Prix
14,+1 Lap,61,0,Vitantonio Liuzzi,Toro Rosso,2006 San Marino Grand Prix
15,+1 Lap,61,0,Scott Speed,Toro Rosso,2006 San Marino Grand Prix
16,+2 Laps,60,0,Tiago Monteiro,MF1,2006 San Marino Grand Prix
,Driveshaft,47,0,David Coulthard,Red Bull,2006 San Marino Grand Prix
,Spun off,44,0,Takuma Sato,Super Aguri,2006 San Marino Grand Prix
,Hydraulics,40,0,Christian Klien,Red Bull,2006 San Marino Grand Prix
,Suspension,23,0,Yuji Ide,Super Aguri,2006 San Marino Grand Prix
,Steering,5,0,Jarno Trulli,Toyota,2006 San Marino Grand Prix
,Accident,0,0,Christijan Albers,MF1,2006 San Marino Grand Prix
1,1:35:58.765,60,10,Michael Schumacher,Ferrari,2006 European Grand Prix
2,+3.751,60,8,Fernando Alonso,Renault,2006 European Grand Prix
3,+4.447,60,6,Felipe Massa,Ferrari,2006 European Grand Prix
4,+4.879,60,5,Kimi Räikkönen,McLaren,2006 European Grand Prix
5,+1:12.586,60,4,Rubens Barrichello,Honda,2006 European Grand Prix
6,+1:14.116,60,3,Giancarlo Fisichella,Renault,2006 European Grand Prix
7,+1:14.565,60,2,Nico Rosberg,Williams,2006 European Grand Prix
8,+1:29.364,60,1,Jacques Villeneuve,BMW Sauber,2006 European Grand Prix
9,+1 Lap,59,0,Jarno Trulli,Toyota,2006 European Grand Prix
10,+1 Lap,59,0,Nick Heidfeld,BMW Sauber,2006 European Grand Prix
11,+1 Lap,59,0,Scott Speed,Toro Rosso,2006 European Grand Prix
12,+1 Lap,59,0,Tiago Monteiro,MF1,2006 European Grand Prix
13,+1 Lap,59,0,Christijan Albers,MF1,2006 European Grand Prix
,Engine,52,0,Ralf Schumacher,Toyota,2006 European Grand Prix
,Engine,52,0,Juan Pablo Montoya,McLaren,2006 European Grand Prix
,Hydraulics,45,0,Takuma Sato,Super Aguri,2006 European Grand Prix
,Hydraulics,29,0,Franck Montagny,Super Aguri,2006 European Grand Prix
,Gearbox,28,0,Christian Klien,Red Bull,2006 European Grand Prix
,Engine,28,0,Jenson Button,Honda,2006 European Grand Prix
,Hydraulics,12,0,Mark Webber,Williams,2006 European Grand Prix
,Accident,2,0,David Coulthard,Red Bull,2006 European Grand Prix
,Accident,0,0,Vitantonio Liuzzi,Toro Rosso,2006 European Grand Prix
1,1:26:21.759,66,10,Fernando Alonso,Renault,2006 Spanish Grand Prix
2,+18.502,66,8,Michael Schumacher,Ferrari,2006 Spanish Grand Prix
3,+23.951,66,6,Giancarlo Fisichella,Renault,2006 Spanish Grand Prix
4,+29.853,66,5,Felipe Massa,Ferrari,2006 Spanish Grand Prix
5,+56.875,66,4,Kimi Räikkönen,McLaren,2006 Spanish Grand Prix
6,+58.347,66,3,Jenson Button,Honda,2006 Spanish Grand Prix
7,+1 Lap,65,2,Rubens Barrichello,Honda,2006 Spanish Grand Prix
8,+1 Lap,65,1,Nick Heidfeld,BMW Sauber,2006 Spanish Grand Prix
9,+1 Lap,65,0,Mark Webber,Williams,2006 Spanish Grand Prix
10,+1 Lap,65,0,Jarno Trulli,Toyota,2006 Spanish Grand Prix
11,+1 Lap,65,0,Nico Rosberg,Williams,2006 Spanish Grand Prix
12,+1 Lap,65,0,Jacques Villeneuve,BMW Sauber,2006 Spanish Grand Prix
13,+1 Lap,65,0,Christian Klien,Red Bull,2006 Spanish Grand Prix
14,+1 Lap,65,0,David Coulthard,Red Bull,2006 Spanish Grand Prix
15,Hydraulics,63,0,Vitantonio Liuzzi,Toro Rosso,2006 Spanish Grand Prix
16,+3 Laps,63,0,Tiago Monteiro,MF1,2006 Spanish Grand Prix
17,+4 Laps,62,0,Takuma Sato,Super Aguri,2006 Spanish Grand Prix
,Broken wing,48,0,Christijan Albers,MF1,2006 Spanish Grand Prix
,Engine,47,0,Scott Speed,Toro Rosso,2006 Spanish Grand Prix
,Electronics,31,0,Ralf Schumacher,Toyota,2006 Spanish Grand Prix
,Spun off,17,0,Juan Pablo Montoya,McLaren,2006 Spanish Grand Prix
,Driveshaft,10,0,Franck Montagny,Super Aguri,2006 Spanish Grand Prix
1,1:43:43.116,78,10,Fernando Alonso,Renault,2006 Monaco Grand Prix
2,+14.567,78,8,Juan Pablo Montoya,McLaren,2006 Monaco Grand Prix
3,+52.298,78,6,David Coulthard,Red Bull,2006 Monaco Grand Prix
4,+53.337,78,5,Rubens Barrichello,Honda,2006 Monaco Grand Prix
5,+53.830,78,4,Michael Schumacher,Ferrari,2006 Monaco Grand Prix
6,+1:02.072,78,3,Giancarlo Fisichella,Renault,2006 Monaco Grand Prix
7,+1 Lap,77,2,Nick Heidfeld,BMW Sauber,2006 Monaco Grand Prix
8,+1 Lap,77,1,Ralf Schumacher,Toyota,2006 Monaco Grand Prix
9,+1 Lap,77,0,Felipe Massa,Ferrari,2006 Monaco Grand Prix
10,+1 Lap,77,0,Vitantonio Liuzzi,Toro Rosso,2006 Monaco Grand Prix
11,+1 Lap,77,0,Jenson Button,Honda,2006 Monaco Grand Prix
12,+1 Lap,77,0,Christijan Albers,MF1,2006 Monaco Grand Prix
13,+1 Lap,77,0,Scott Speed,Toro Rosso,2006 Monaco Grand Prix
14,+1 Lap,77,0,Jacques Villeneuve,BMW Sauber,2006 Monaco Grand Prix
15,+2 Laps,76,0,Tiago Monteiro,MF1,2006 Monaco Grand Prix
16,+3 Laps,75,0,Franck Montagny,Super Aguri,2006 Monaco Grand Prix
